Code AGB,Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,DQR,Nom et code,Agriculture,Transformation,Emballage,Transport,Supermarché et distribution,Consommation
11140,11140,aides culinaires et ingrédients divers,sauces,"Sauce au beurre blanc, préemballée","White butter sauce, prepacked",2.18,"Sauce au beurre blanc, préemballée (11140)",0.36501374,0.046369009,0.024896308,0.019467744999999998,0.0092699714,0.0065094483
11158,11158,aides culinaires et ingrédients divers,sauces,"Sauce au beurre, préemballée","Sauce, butter, prepacked",2.18,"Sauce au beurre, préemballée (11158)",0.36501374,0.046369009,0.024896308,0.019467744999999998,0.0092699714,0.0065094483
11300,11300,aides culinaires et ingrédients divers,sauces,Sauce au chocolat,Chocolate sauce,2.16,Sauce au chocolat (11300),0.07599016700000001,0.27022945000000004,0.019548837,0.014433412,0.004831530299999999,0
11132,11132,aides culinaires et ingrédients divers,sauces,"Sauce au curry, préemballée","Curry sauce, prepacked",2.84,"Sauce au curry, préemballée (11132)",0.023951569000000002,0.038501966,0.01954989,0.017547567,0.0092699714,0.0065094483
11189,11189,aides culinaires et ingrédients divers,sauces,"Sauce au fromage pour risotto ou pâtes, préemballée","Cheese sauce for risotto or pasta, prepacked",1.76,"Sauce au fromage pour risotto ou pâtes, préemballée (11189)",0.29211389,0.052138778000000004,0.019548837,0.017352972,0.0092699714,0.0065094483
11115,11115,aides culinaires et ingrédients divers,sauces,"Sauce au poivre vert, préemballée","Green pepper sauce, prepacked",2.21,"Sauce au poivre vert, préemballée (11115)",0.040519651,0.048193281,0.019548837,0.01583627,0.0092699714,0.0065094483
11182,11182,aides culinaires et ingrédients divers,sauces,"Sauce au poivre, chaude, préemballée","Sauce, pepper, prepacked",2.21,"Sauce au poivre, chaude, préemballée (11182)",0.08103930300000001,0.064802742,0.019548837,0.016192011,0.0092699714,0.0065094483
11182,11212,aides culinaires et ingrédients divers,sauces,"Sauce au poivre, condimentaire, froide, préemballée","Sauce, pepper, prepacked",2.14,"Sauce au poivre, condimentaire, froide, préemballée (11212)",0.08103930300000001,0.064802742,0.019548837,0.016192011,0.0092699714,0.0065094483
11191,11191,aides culinaires et ingrédients divers,sauces,"Sauce au roquefort, préemballée","Roquefort (blue cheese) sauce, prepacked",2.98,"Sauce au roquefort, préemballée (11191)",0.36501374,0.046369009,0.024896308,0.019467744999999998,0.0092699714,0.0065094483
11164,11164,aides culinaires et ingrédients divers,sauces,Sauce au vin rouge,Red wine sauce,2.35,Sauce au vin rouge (11164),0.10412632,0.065572143,0.07001558799999999,0.01879386,0.0092699714,0.0065094483
11166,11166,aides culinaires et ingrédients divers,sauces,Sauce au yaourt,Yogurt sauce,1.8,Sauce au yaourt (11166),0.1128854,0.035048829000000004,0.019548837,0.01864087,0.0092699714,0.0024548656000000003
11192,11192,aides culinaires et ingrédients divers,sauces,"Sauce aux champignons et à la crème, préemballée","Cream sauce with mushrooms, prepacked",2.68,"Sauce aux champignons et à la crème, préemballée (11192)",0.44015916,0.046080337,0.019548837,0.018300664,0.0092699714,0.0065094483
11160,11160,aides culinaires et ingrédients divers,sauces,"Sauce aux champignons, préemballée","Mushroom sauce, prepacked",2.21,"Sauce aux champignons, préemballée (11160)",0.44587618,0.041447386999999995,0.019548837,0.018204532,0.0092699714,0.0065094483
11100,11100,aides culinaires et ingrédients divers,sauces,"Sauce barbecue, préemballée","Barbecue sauce, prepacked",2.25,"Sauce barbecue, préemballée (11100)",0.12017338,0.042402607,0.028267340999999998,0.020985594,0.0092699714,0.0024548656000000003
11170,11170,aides culinaires et ingrédients divers,sauces,"Sauce basquaise ou Sauce aux poivrons, préemballée","Basque-style sauce or tomato sauce with sweet peppers, prepacked",2.78,"Sauce basquaise ou Sauce aux poivrons, préemballée (11170)",0.12211589,0.033467979999999994,0.019548837,0.022858523000000002,0.0092699714,0.0065094483
11102,11102,aides culinaires et ingrédients divers,sauces,"Sauce béarnaise, préemballée","Bearnaise sauce, prepacked",2.18,"Sauce béarnaise, préemballée (11102)",0.4474622,0.049281061,0.030979055,0.019835209,0.0092699714,0.0065094483
11143,11143,aides culinaires et ingrédients divers,sauces,"Sauce béchamel, maison","Bechamel sauce, home-made",1.87,"Sauce béchamel, maison (11143)",0.13665252,0.034502200000000004,0.019550339,0.017059484,0.0092699714,0.0065094483
11101,11101,aides culinaires et ingrédients divers,sauces,"Sauce béchamel, préemballée","Bechamel sauce, prepacked",1.87,"Sauce béchamel, préemballée (11101)",0.13665252,0.034502200000000004,0.019550339,0.017059484,0.0092699714,0.0065094483
11120,11120,aides culinaires et ingrédients divers,sauces,"Sauce bourguignonne, préemballée","Burgundy-style sauce, prepacked",2.11,"Sauce bourguignonne, préemballée (11120)",0.21501956,0.060160530999999996,0.065737612,0.019383441,0.0092699714,0.0024548656000000003
11196,11196,aides culinaires et ingrédients divers,sauces,"Sauce burger, préemballée","Burger sauce, prepacked",3.35,"Sauce burger, préemballée (11196)",0.35857723,0.067150953,0.026299866999999998,0.031299539,0.0092699714,0.0024548656000000003
11128,11128,aides culinaires et ingrédients divers,sauces,"Sauce carbonara, préemballée","Carbonara sauce (cream sauce with lardoons), prepacked",1.92,"Sauce carbonara, préemballée (11128)",0.49030940999999995,0.08098651800000001,0.019548837,0.016695166,0.0092699714,0.0065094483
11129,11129,aides culinaires et ingrédients divers,sauces,"Sauce chasseur, préemballée","Hunter-style sauce (a garnish of mushrooms, shallots and tomatoes in white wine sauce), prepacked",2.21,"Sauce chasseur, préemballée (11129)",0.20724991,0.036557258,0.019548837,0.017615192,0.0092699714,0.0065094483
11198,11198,aides culinaires et ingrédients divers,sauces,"Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée","Salad dressing, reduced fat, prepacked",3.35,"Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée (11198)",0.35857723,0.067150953,0.026299866999999998,0.031299539,0.0092699714,0.0024548656000000003
11187,11187,aides culinaires et ingrédients divers,sauces,"Sauce crudités ou Sauce salade, préemballée","Salad dressing, prepacked",3.35,"Sauce crudités ou Sauce salade, préemballée (11187)",0.35857723,0.067150953,0.026299866999999998,0.031299539,0.0092699714,0.0024548656000000003
11199,11199,aides culinaires et ingrédients divers,sauces,"Sauce grand veneur, préemballée","Grand veneur sauce (a reduction of red wine with garlic, shallots and red currant jelly), prepacked",2.58,"Sauce grand veneur, préemballée (11199)",0.21501956,0.060160530999999996,0.065737612,0.019383441,0.0092699714,0.0065094483
11105,11105,aides culinaires et ingrédients divers,sauces,"Sauce hollandaise, préemballée","Hollandaise sauce, prepacked",2.26,"Sauce hollandaise, préemballée (11105)",0.5660054099999999,0.045893553000000004,0.019548837,0.02059447,0.0092699714,0.0065094483
11202,11202,aides culinaires et ingrédients divers,sauces,"Sauce indienne type tandoori ou tikka masala, préemballée","Indian-style sauce, tandoori or garam masala type, prepacked",2.75,"Sauce indienne type tandoori ou tikka masala, préemballée (11202)",0.096817514,0.040081944,0.019548837,0.020816732,0.0092699714,0.0065094483
11203,11203,aides culinaires et ingrédients divers,sauces,"Sauce kebab, préemballée","Kebab sauce, prepacked",2.72,"Sauce kebab, préemballée (11203)",0.14535008,0.055262895,0.019548837,0.018495755,0.0092699714,0.0024548656000000003
11121,11121,aides culinaires et ingrédients divers,sauces,"Sauce madère, préemballée","Madeira wine sauce, prepacked",1.96,"Sauce madère, préemballée (11121)",0.44223389999999996,0.036347411,0.019548837,0.016975384,0.0092699714,0.0065094483
